0	38	-32.4501	-111	-107.322	14.8723
1	0	-57.4055	-111	-127.636	10.2304
2	12	-66.7381	-111	-126.331	-0.406924
3	56	-36.3256	-111	-106.365	10.0395
4	11	-24.0976	-111	-94.8703	10.7728
5	17	-38.8932	-111	-112.235	13.3415
6	51	-31.3644	-111	-95.4922	4.12772
7	1	-28.9551	-111	-91.9801	3.025
8	50	-63.5855	-111	-125.045	1.45917
9	53	-55.4676	-111	-120.9	5.43272
10	48	-66.5227	-111	-126.023	-0.500164
11	15	-65.8094	-111	-124.55	-1.2591
12	16	-36.2568	-111	-110.376	14.1187
13	2	-44.3151	-111	-113.949	9.63368
14	17	-54.0136	-111	-118.21	4.1967
15	41	-48.8335	-111	-119.287	10.4531
16	13	-70.327	-111	-127.423	-2.9038
17	13	-70.9597	-111	-130.471	-0.489377
18	21	-51.8254	-111	-125.811	13.9853
19	27	-62.4586	-111	-121.134	-1.32436
20	15	-56.8893	-111	-120.28	3.39118
21	44	-36.5844	-111	-108.666	12.0813
22	43	-57.8991	-111	-125.961	8.06183
23	19	-61.3545	-111	-129.525	8.16972
24	19	-63.8356	-111	-124.061	0.225557
25	38	-44.213	-111	-117.478	13.2654
26	0	-32.3723	-111	-101.62	9.24761
27	16	-60.938	-111	-128.873	7.93467
28	33	-59.3742	-111	-127.432	8.058
29	22	-58.8444	-111	-128.374	9.52973
30	49	-58.2333	-111	-129.349	11.1152
31	52	-46.3968	-111	-115.19	8.79268
32	0	-63.3084	-111	-129.114	5.80554
33	11	-58.1919	-111	-118.564	0.372103
34	1	-26.5037	-111	-83.4916	-3.01215
35	34	-53.865	-111	-119.278	5.41337
36	9	-61.1816	-111	-128.729	7.54708
37	37	-54.2472	-111	-123.079	8.83206
38	5	-48.197	-111	-114.505	6.30761
39	44	-65.3227	-111	-123.529	-1.79328
40	31	-58.9578	-111	-124.747	5.7894
41	37	-56.2066	-111	-121.023	4.81599
42	27	-67.7129	-111	-127.595	-0.118121
43	35	-51.229	-111	-116.67	5.44112
44	40	-41.7643	-111	-104.685	2.92048
45	24	-54.3246	-111	-123.245	8.92061
46	1	-35.0361	-111	-92.0242	-3.01196
47	2	-31.1028	-111	-97.8773	6.77453
48	7	-46.8329	-111	-122.179	15.3462
49	9	-38.6481	-111	-114.227	15.579
50	38	-62.575	-111	-122.968	0.392602
51	27	-43.8995	-111	-109.342	5.44272
52	1	-30.6365	-111	-95.0142	4.37768
53	28	-55.9649	-111	-124.651	8.68554
54	16	-46.0411	-111	-117.384	11.343
55	2	-56.9718	-111	-116.49	-0.481957
56	39	-37.9717	-111	-102.569	4.59758
57	30	-60.7635	-111	-121.126	0.362088
58	28	-52.4181	-111	-115.961	3.54266
59	11	-17.349	-111	-94.1423	16.7934
60	26	-55.5721	-111	-124.974	9.40139
61	0	-59.5783	-111	-122.065	2.48661
62	47	-58.2149	-111	-120.438	2.22333
63	10	-58.9486	-111	-120.08	1.13114
64	6	-60.3226	-111	-123.801	3.47785
65	17	-44.5202	-111	-109.766	5.24586
66	2	-69.8458	-111	-130.371	0.524538
67	7	-27.1272	-111	-103.441	16.3138
68	1	-29.3631	-111	-104.955	15.5914
69	24	-28.7558	-111	-93.4813	4.72549
70	48	-33.347	-111	-106.309	12.9622
71	24	-52.5436	-111	-123.323	10.7794
72	53	-55.707	-111	-115.192	-0.515339
73	43	-56.1735	-111	-119.693	3.51989
74	1	-33.1263	-111	-90.1155	-3.01072
75	33	-55.9804	-111	-123.044	7.06385
76	50	-56.4127	-111	-125.689	9.2758
77	51	-56.7969	-111	-119.787	2.98999
78	15	-60.6054	-111	-125.275	4.66966
79	40	-62.5057	-111	-125.247	2.74136
80	0	-71.9639	-111	-128.208	-3.75601
81	36	-64.513	-111	-123.352	-1.16117
82	17	-37.6294	-111	-110.769	13.1399
83	5	-65.9898	-111	-124.297	-1.69317
84	6	-45.4428	-111	-114.664	9.22136
85	38	-43.1561	-111	-100.881	-2.27553
86	0	-62.994	-111	-126.876	3.88154
87	17	-37.5692	-111	-109.158	11.5886
88	2	-23.3425	-111	-99.4279	16.0854
89	36	-39.7476	-111	-96.7052	-3.0423
90	5	-65.6093	-111	-121.95	-3.65897
91	16	-52.4508	-111	-123.443	10.992
92	22	-78.0361	-111	-132.613	-5.42364
93	56	-61.4105	-111	-126.661	5.25033
94	2	-29.6633	-111	-96.64	6.9767
95	56	-70.1135	-111	-128.295	-1.81916
96	15	-50.7237	-111	-125.234	14.5105
97	20	-58.0583	-111	-121.515	3.45639
98	9	-36.3654	-111	-109.246	12.8802
99	55	-68.0037	-111	-130.543	2.53934
100	54	-29.0563	-111	-104.878	15.8212
101	1	-34.3354	-111	-91.2684	-3.06702
102	36	-41.2514	-111	-98.2341	-3.01728
103	0	-31.9682	-111	-104.947	12.9786
104	52	-60.8931	-111	-124.115	3.22228
105	20	-56.8588	-111	-125.693	8.83374
106	40	-53.9341	-111	-126.863	12.9286
107	53	-40.5271	-111	-105.49	4.96264
108	31	-57.682	-111	-119.131	1.44927
109	31	-69.9394	-111	-131.763	1.82264
110	1	-27.0415	-111	-84.0255	-3.01593
111	25	-64.815	-111	-125.896	1.08079
112	24	-63.274	-111	-125.285	2.01039
113	45	-52.8291	-111	-125.222	12.3928
114	19	-53.391	-111	-112.077	-1.31396
115	56	-63.1574	-111	-128.195	5.03723
116	12	-59.7584	-111	-125.821	6.06265
117	27	-59.1716	-111	-128.559	9.38685
118	25	-49.1171	-111	-109.886	0.768439
119	35	-45.6272	-111	-120.478	14.8506
120	56	-43.7644	-111	-102.073	-1.69154
121	1	-35.1301	-111	-96.4677	1.33753
122	55	-68.8382	-111	-126.309	-2.52952
123	49	-70.3629	-111	-127.659	-2.70424
124	2	-27.7146	-111	-101.563	13.8488
125	4	-36.666	-111	-93.6435	-3.02248
126	16	-39.6491	-111	-112.36	12.7113
127	5	-51.6302	-111	-119.793	8.16281
128	26	-31.7937	-111	-105.836	14.0423
129	0	-49.6477	-111	-125.387	15.7388
130	42	-46.6539	-111	-117.814	11.1604
131	6	-63.5631	-111	-127.798	4.23456
132	33	-58.1209	-111	-125.147	7.02566
133	36	-52.2269	-111	-127.208	14.9811
134	1	-46.3001	-111	-102.954	-3.34615
135	56	-65.4209	-111	-127.231	1.8102
136	34	-39.0876	-111	-113.685	14.5976
137	31	-52.7235	-111	-121.386	8.66244
138	37	-33.3217	-111	-90.3109	-3.01077
139	39	-44.0938	-111	-109.115	5.02134
140	19	-43.9898	-111	-111.593	7.60296
141	0	-41.7592	-111	-118.032	16.2728
142	36	-57.6285	-111	-126.018	8.3895
143	0	-63.8137	-111	-122.9	-0.913862
144	18	-57.0744	-111	-125.535	8.46027
145	9	-53.4802	-111	-126.559	13.0785
146	30	-32.5588	-111	-89.5479	-3.01093
147	49	-60.1664	-111	-121.466	1.29927
148	50	-65.6897	-111	-126.934	1.24419
149	55	-69.8128	-111	-127.234	-2.5786
150	7	-47.032	-111	-107.26	0.228462
151	45	-30.9964	-111	-93.1535	2.15713
152	46	-53.9559	-111	-122.326	8.37036
153	31	-69.7501	-111	-129.229	-0.521547
154	6	-52.9172	-111	-114.442	1.52478
155	54	-52.3047	-111	-126.612	14.3069
156	4	-43.36	-111	-119.536	16.1759
157	12	-48.2915	-111	-118.508	10.2168
158	27	-41.3365	-111	-107.944	6.60787
159	48	-34.5245	-111	-102.552	8.02711
160	26	-34.2241	-111	-95.0876	0.86347
161	13	-29.215	-111	-93.382	4.16699
162	31	-32.9313	-111	-108.94	16.0088
163	49	-62.2978	-111	-122.686	0.388028
164	16	-61.5311	-111	-125.254	3.72251
165	48	-64.5114	-111	-127.41	2.89894
166	2	-37.432	-111	-112.687	15.2553
167	16	-44.8048	-111	-120.36	15.5552
168	40	-39.1902	-111	-111.136	11.9461
169	40	-63.2068	-111	-122.915	-0.291794
170	17	-46.2099	-111	-107.376	1.16657
171	2	-49.5732	-111	-124.887	15.3133
172	41	-65.107	-111	-127.898	2.79105
173	38	-65.4417	-111	-122.386	-3.05628
174	17	-61.1087	-111	-125.264	4.15487
175	24	-43.4497	-111	-105.596	2.14665
176	25	-61.4759	-111	-127.187	5.71123
177	37	-51.1838	-111	-113.885	2.70079
178	37	-51.1948	-111	-124.996	13.8012
179	2	-36.4863	-111	-101.12	4.63411
180	9	-23.9717	-111	-100.663	16.6909
181	20	-57.9731	-111	-120.841	2.86756
182	42	-53.076	-111	-117.279	4.20325
183	12	-56.4929	-111	-123.626	7.1329
184	37	-38.1919	-111	-110.587	12.3956
185	49	-72.5519	-111	-128.918	-3.63389
186	40	-45.0006	-111	-106.856	1.85536
187	13	-57.0395	-111	-123.833	6.79304
188	31	-51.7486	-111	-119.632	7.88308
189	41	-63.3011	-111	-126.411	3.10949
190	30	-67.8644	-111	-125.908	-1.95642
191	52	-59.5553	-111	-118.129	-1.42675
192	25	-59.8513	-111	-126.564	6.71252
193	44	-57.8345	-111	-123.936	6.10102
194	43	-52.9868	-111	-125.287	12.3002
195	49	-38.76	-111	-99.3022	0.542136
196	16	-46.3994	-111	-106.248	-0.151444
197	5	-39.1751	-111	-107.91	8.73514
198	7	-67.3623	-111	-125.285	-2.07749
199	50	-56.7127	-111	-115.897	-0.815292
200	50	-31.1693	-111	-105.203	14.0333
